mono 755.64453 526.4414 60.75341 1
toxopid 2205.757 2566.26 16.932693 1
mega 1347.0947 821.67255 212.6068 1
mega 1929.4962 2500.3247 171.77715 1
corvus 2294.1682 2394.965 66.12946 1
flare 1833.9061 1195.7965 35.720238 1
flare 1865.9565 2269.3945 66.87385 1
flare 2270.3542 2194.0803 10.242716 1
poly 2091.9077 2317.2595 278.84595 1
poly 2067.033 2312.502 272.79172 1
toxopid 2354.386 2389.0813 76.606964 1
toxopid 2155.8555 2609.3662 4.1361184 1
quasar 2342.5955 2403.2153 316.34326 1
flare 1003.9921 728.9983 230.13327 1
vela 2261.6838 2370.8125 125.34661 1
vela 2317.1843 2407.9858 50.06615 1
toxopid 2181.0417 2558.188 17.066454 1
quasar 2358.4353 2378.184 10.692352 1
mega 1940.7228 2540.1675 187.67892 1
eclipse 2165.9363 2644.276 355.46936 1
toxopid 2344.8992 2334.8274 129.03358 1
quasar 2353.2937 2366.2034 12.104126 1
toxopid 2159.3757 2636.144 357.5829 1
corvus 2326.976 2391.3022 73.58521 1
poly 2100.8223 2318.9182 282.83914 1
corvus 2171.9019 2499.3508 29.141485 1
vela 1879.8262 2368.05 62.960278 1
toxopid 2166.5793 2579.7944 11.625161 1
pulsar 2128.158 2625.2434 283.1091 1
mega 1961.2594 2542.8123 187.93481 1
poly 2042.738 2306.1003 265.50726 1
flare 2357.1116 2347.459 279.31714 1
corvus 2216.226 2449.769 44.18277 1
flare 2183.5125 2153.1235 26.421204 1
quasar 2368.6394 2332.9697 35.497787 1
poly 2082.3962 2359.1594 57.589447 1
poly 2091.3574 2368.059 59.19634 1
mega 1886.2001 2450.2651 210.37411 1
eclipse 2177.1074 2587.3542 9.705835 1
mono 771.3879 527.7544 88.65315 1
corvus 2191.194 2528.1785 25.131529 1
corvus 2288.252 2431.1711 60.914013 1
oct 2107.4844 2580.8904 4.24553 1
flare 1143.3812 844.2146 229.45758 1
corvus 2267.7493 2383.003 62.068897 1
oct 2307.1733 2331.7273 63.361305 1
corvus 2246.6682 2402.9175 56.04934 1
poly 2081.7356 2317.2195 97.00179 1
poly 2051.272 2303.6216 87.78118 1
quasar 2343.0618 2354.187 16.914917 1
flare 867.7205 565.1749 229.96547 1
mega 1967.3782 2493.7148 172.43294 1
quasar 2346.3928 2383.0579 0.78692627 1
corvus 2210.8062 2506.8157 32.397243 1
mega 1129.4792 679.9623 32.902744 1
mono 770.4526 519.3308 80.78499 1
flare 921.3552 637.4301 231.27867 1
toxopid 2308.1384 2371.2678 154.07585 1
poly 2089.6445 2344.4272 101.02771 1
poly 2076.9363 2329.035 276.15088 1
quasar 2365.4578 2361.4297 20.384216 1
vela 1824.7596 2339.1494 49.715816 1
mono 787.9181 533.0099 112.48646 1
mono 745.12634 538.236 37.253956 1
corvus 2239.5598 2503.0447 37.800938 1
flare 2099.2703 2479.1467 241.56354 1
mega 1964.801 2509.9333 177.62375 1
flare 2102.8665 2487.6128 212.24345 1
mono 754.56866 547.02155 40.467632 1
quasar 2339.4998 2372.0742 4.1584334 1
poly 2062.9124 2335.3013 272.71002 1
toxopid 2140.7751 2664.3865 350.01242 1
corvus 2226.7354 2476.7976 41.096954 1
flare 2351.027 2328.7422 219.57663 1
mono 777.068 525.096 93.401886 1
mono 751.7171 541.73956 45.103333 1
corvus 2313.5603 2417.0125 68.397316 1
mono 759.8411 531.4714 64.91853 1
mono 746.7054 545.8344 31.688944 1
mono 750.5601 552.41205 21.44162 1
mono 753.8418 532.24756 54.954376 1
mono 759.8354 542.2255 53.906143 1
corvus 2310.9163 2333.5793 73.7569 1
mono 740.2317 544.2316 27.62151 1
mega 1612.0117 1060.5051 36.01207 1
mono 748.28754 529.08276 45.918465 1
mono 739.0799 559.7402 7.7007494 1
mono 766.0245 530.43994 76.00547 1
corvus 2288.3997 2352.1204 68.49493 1
mono 785.1928 523.7124 105.69769 1
flare 1088.0962 969.34424 58.76933 1
mono 747.5441 559.7549 8.281551 1
mega 1891.4965 1277.122 345.9251 1
poly 1858.0228 1998.9199 234.95862 1
mono 781.1778 533.4019 97.471115 1
vela 2236.2937 2371.4678 143.18701 1
toxopid 2376.0198 2374.6602 142.49416 1
toxopid 2371.6162 2343.3716 130.01553 1
toxopid 2353.3518 2361.8962 139.28374 1
vela 1860.7737 2353.4556 61.163494 1
eclipse 2252.3428 2445.9512 48.626 1
toxopid 2184.8699 2641.2463 355.33017 1
poly 1803.974 1906.5378 234.67532 1
corvus 2187.212 2425.4233 43.632854 1
pulsar 2205.0532 2442.273 88.01381 1
corvus 2257.6394 2480.3704 46.17359 1
